|Category|Year Created|Surface|Substrate|Signature|Image Size|img_url|Title|Artist Name|Date of Sale|image_file|Medium|low_est|high_est|Sold|Artist|Movement
4970|2D|1895.0|Charcoal, Pen, Black Ink|Paper|Yes|14.88 x 9.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5288718de418d4abba51710f23f55dd7.jpg|Brustbild eines bärtigen Mannes von vorne|GUSTAV KLIMT|Nov 17, 2016|images/gustav_klimt/5288718de418d4abba51710f23f55dd7.jpg||20000|30000|93750.0|GUSTAV KLIMT|Symbolism/Art Nouveau
4971|2D|1903.0|Red Chalk|Japon paper|Unknown|30.8 x 44.7 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/14f445e5654bfd957b9a6c7dfd9fefb9.jpg|Zurückgelehnt liegender Frauenakt nach links|GUSTAV KLIMT|Jun 23, 2016|images/gustav_klimt/14f445e5654bfd957b9a6c7dfd9fefb9.jpg||59476|89214||GUSTAV KLIMT|Symbolism/Art Nouveau
4972|2D|1897.0|Coloured Crayons, Pastel|Paper|Unknown|27.1 x 10.4 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/23e61011f2ad5cc0109ca9d130f1af2c.jpg|BILDNIS EINER DAME MIT HUT IM VERLORENEM PROFIL (PORTRAIT OF A LADY WITH HAT IN PROFILE)|GUSTAV KLIMT|Jun 22, 2016|images/gustav_klimt/23e61011f2ad5cc0109ca9d130f1af2c.jpg||44079|73465|201294.0|GUSTAV KLIMT|Symbolism/Art Nouveau
4973|2D||Pencil|Paper|Unknown|37.1 x 57 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/1a9a104a6f7d5bd84e97e72e1c9e1678.jpg|LIEGENDER AKT (RECLINING NUDE)|GUSTAV KLIMT|Jun 22, 2016|images/gustav_klimt/1a9a104a6f7d5bd84e97e72e1c9e1678.jpg||102851|146930|218925.0|GUSTAV KLIMT|Symbolism/Art Nouveau
4974|2D|1916.0|Pencil|Paper|Unknown|54.2 x 36.3 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/571436270f50af25d6f869577c3d3f5e.jpg|PORTRAIT EINER FRAU (PORTRAIT OF A WOMAN)|GUSTAV KLIMT|Jun 22, 2016|images/gustav_klimt/571436270f50af25d6f869577c3d3f5e.jpg||51425|66118||GUSTAV KLIMT|Symbolism/Art Nouveau
4975|2D|1902.0|Pencil|Paper|Unknown|31 x 45 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/32fe4bb4c1ccf7f75a26cfba9b008d91.jpg|SITZENDE DAME IM STUHL (LADY SITTING IN A CHAIR)|GUSTAV KLIMT|Jun 22, 2016|images/gustav_klimt/32fe4bb4c1ccf7f75a26cfba9b008d91.jpg||36732|51425||GUSTAV KLIMT|Symbolism/Art Nouveau
4976|2D|1912.0|Pencil|Paper|Unknown|57 x 37.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3745b8bea87adc35667833f2fd9f04d5.jpg|SITZENDER WEIBLICHER AKT AUF BETT (FEMALE NUDE SITTING ON BED)|GUSTAV KLIMT|Jun 22, 2016|images/gustav_klimt/3745b8bea87adc35667833f2fd9f04d5.jpg||58772|88158|66118.0|GUSTAV KLIMT|Symbolism/Art Nouveau
4977|2D|1912.0|Pencil|Paper|Unknown|14.63 x 22.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/4f12a25d8e0bf30705a494e48cffd5b3.jpg|Schlafendes Mädchen|GUSTAV KLIMT|May 13, 2016|images/gustav_klimt/4f12a25d8e0bf30705a494e48cffd5b3.jpg||60000|80000|62500.0|GUSTAV KLIMT|Symbolism/Art Nouveau
4978|2D|1902.0|Pencil|Toned paper|Unknown|19.63 x 13.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f4e37b310cbd732d5486ec859299ca4f.jpg|Vier kopfstudien, Beinstudien|GUSTAV KLIMT|May 13, 2016|images/gustav_klimt/f4e37b310cbd732d5486ec859299ca4f.jpg||18000|25000|40000.0|GUSTAV KLIMT|Symbolism/Art Nouveau
4979|2D|1888.0|Black Chalk|Toned Laid Paper|Yes|45.5 x 32.2 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5100e0db793d8f0a259d6a1e6483a0fa.jpg|Femme aux jumelles|GUSTAV KLIMT|Mar 31, 2016|images/gustav_klimt/5100e0db793d8f0a259d6a1e6483a0fa.jpg||22770|34155|31308.0|GUSTAV KLIMT|Symbolism/Art Nouveau
4980|2D||Pencil|Simili Japan Paper|Unknown|22 x 11.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/251e270841a5d5a79183e2cdc96335c2.jpg|Mit Strümpfen, die rechte Hand an der Schulter|GUSTAV KLIMT|Feb 24, 2016|images/gustav_klimt/251e270841a5d5a79183e2cdc96335c2.jpg||34777|55644|38255.0|GUSTAV KLIMT|Symbolism/Art Nouveau
4981|2D|1907.0|Pencil, coloured crayon|Paper|Unknown|36.7 x 55.6 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/1e069b35f5ab05ef35dc1e1a1979387a.jpg|Liegender Akt mit langen Haaren (Reclining nude with long hair)|GUSTAV KLIMT|Feb 4, 2016|images/gustav_klimt/1e069b35f5ab05ef35dc1e1a1979387a.jpg||146300|219450|323323.0|GUSTAV KLIMT|Symbolism/Art Nouveau
4982|2D|1902.0|Black Chalk|Paper|Unknown|17.88 x 12.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f83bb61de5c681b178fc1195cdcbd709.jpg|Rückenakt einer Schwangeren|GUSTAV KLIMT|Nov 13, 2015|images/gustav_klimt/f83bb61de5c681b178fc1195cdcbd709.jpg||20000|30000|25000.0|GUSTAV KLIMT|Symbolism/Art Nouveau
4983|2D|1914.0|Pencil, white chalk|Paper|Unknown|14.75 x 22 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c0ffb76c5f62b6c374dbd3dcc5875f96.jpg|Akt (Nude)|GUSTAV KLIMT|Nov 5, 2015|images/gustav_klimt/c0ffb76c5f62b6c374dbd3dcc5875f96.jpg||120000|180000|225000.0|GUSTAV KLIMT|Symbolism/Art Nouveau
4984|2D|1917.0|Pencil|Paper|Unknown|22.25 x 14.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6aab09a2f2d72eda43ca5c55a819cbae.jpg|Aktstudie für die Rechte Figur in 'der Braut' (Nude Study for the Right Figure in 'The Bride')|GUSTAV KLIMT|Nov 5, 2015|images/gustav_klimt/6aab09a2f2d72eda43ca5c55a819cbae.jpg||100000|150000|175000.0|GUSTAV KLIMT|Symbolism/Art Nouveau
4985|2D|1912.0|Pencil|Paper|Yes|14.5 x 22.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d163c3bc6a9bf943e7c0170279343820.jpg|AUFGESTÜTZT LIEGENDER AKT (RECLINING NUDE, RESTING ON ONE ELBOW)|GUSTAV KLIMT|Nov 5, 2015|images/gustav_klimt/d163c3bc6a9bf943e7c0170279343820.jpg||80000|120000|125000.0|GUSTAV KLIMT|Symbolism/Art Nouveau
4986|2D|1913.0|Pencil|Paper|Unknown|22 x 14.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c64160a998170bf6b83f7d2ad1a1157b.jpg|Halbakt mit eingebeugten Knien (Semi-Nude Woman with Bent Knees)|GUSTAV KLIMT|Nov 5, 2015|images/gustav_klimt/c64160a998170bf6b83f7d2ad1a1157b.jpg||100000|150000|200000.0|GUSTAV KLIMT|Symbolism/Art Nouveau
4987|2D|1901.0|Crayon|Paper|Unknown|17.5 x 12.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/94e1dd6b81f051f881e7d5d2f821dba5.jpg|Im Lehnstuhl sitzend von vorne (Seated in an Armchair Seen Head-On)|GUSTAV KLIMT|Nov 5, 2015|images/gustav_klimt/94e1dd6b81f051f881e7d5d2f821dba5.jpg||40000|60000|37500.0|GUSTAV KLIMT|Symbolism/Art Nouveau
4988|2D|1913.0|Colored Crayon|Paper|Unknown|14.63 x 22.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8d563d6edfa8299d61bde066986560d2.jpg|Liegender Halbakt nach rechts (Reclining Semi-Nude Facing Right)|GUSTAV KLIMT|Nov 5, 2015|images/gustav_klimt/8d563d6edfa8299d61bde066986560d2.jpg||180000|250000|406000.0|GUSTAV KLIMT|Symbolism/Art Nouveau
4989|2D|1903.0|Crayon|Paper|Unknown|17.75 x 12.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a6e6803f68eb3f9e745e3eb288a9ea4a.jpg|Sitzende Dame von vorne (Seated Lady Face-On)|GUSTAV KLIMT|Nov 5, 2015|images/gustav_klimt/a6e6803f68eb3f9e745e3eb288a9ea4a.jpg||100000|150000|100000.0|GUSTAV KLIMT|Symbolism/Art Nouveau
4990|2D|1907.0|Pencil, Colored Crayon|Paper|Yes|21.5 x 13.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a9e93edda7db4b94556c6697f5104f92.jpg|Sitzender Akt nach links (Seated Nude Turned to the Left)|GUSTAV KLIMT|Nov 5, 2015|images/gustav_klimt/a9e93edda7db4b94556c6697f5104f92.jpg||70000|90000|125000.0|GUSTAV KLIMT|Symbolism/Art Nouveau
4991|2D|1910.0|Pencil|Paper|Unknown|22 x 14.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8b10c30406c31a00f2aa50f729c14b89.jpg|SITZENDER HALBAKT VON VORNE, DEN KOPF NACH LINKS GEWENDET (SEATED SEMI-NUDE SEEN HEAD-ON WITH HER HEAD TURNED TO THE LEFT)|GUSTAV KLIMT|Nov 5, 2015|images/gustav_klimt/8b10c30406c31a00f2aa50f729c14b89.jpg||80000|120000|131250.0|GUSTAV KLIMT|Symbolism/Art Nouveau
4992|2D|1903.0|Crayon|Paper|Unknown|17.5 x 12.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b7ff13cf201ba2751948c402546f1b3b.jpg|"STEHENDE
 MIT WAAGRECHTEM RECHTEN UND ERHOBENEM LINKEN ARM (STANDING WOMAN WITH 
EXTENDED RIGHT ARM AND RAISED LEFT ARM); SITZENDER MANN NACH LINKS 
(SEATED MAN TURNED TO THE LEFT): A DOUBLE-SIDED DRAWING"|GUSTAV KLIMT|Nov 5, 2015|images/gustav_klimt/b7ff13cf201ba2751948c402546f1b3b.jpg||20000|30000|40000.0|GUSTAV KLIMT|Symbolism/Art Nouveau
4993|2D|1908.0|Crayon, Pencil|Paper|Unknown|21.88 x 14.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ebc94e0a3773a866283189252b7a15c0.jpg|Stehender Halkbakt mit verdecktem Gesicht von vorne (Semi-Nude Woman Standing with Her Face Covered|GUSTAV KLIMT|Nov 5, 2015|images/gustav_klimt/ebc94e0a3773a866283189252b7a15c0.jpg||120000|180000|454000.0|GUSTAV KLIMT|Symbolism/Art Nouveau
4994|2D|1896.0|Pencil|Card|Unknown|15.5 x 12.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0d17701ad1ee9019d20542f8e4141bf7.jpg|Zwei Studien nach singenden Mädchen (Two Studies of a Singing Girl)|GUSTAV KLIMT|Nov 5, 2015|images/gustav_klimt/0d17701ad1ee9019d20542f8e4141bf7.jpg||100000|150000|112500.0|GUSTAV KLIMT|Symbolism/Art Nouveau
4995|2D|1900.0|Charcoal|Wove paper|Yes|17.25 x 12.06 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/cd6ab7f0d898a52b970b0a05436efcf9.jpg|Sich umarmendes Paar (Embracing Couple)|GUSTAV KLIMT|Oct 26, 2015|images/gustav_klimt/cd6ab7f0d898a52b970b0a05436efcf9.jpg||25000|35000|27500.0|GUSTAV KLIMT|Symbolism/Art Nouveau
4996|2D|1900.0|Charcoal|Brown Wove Paper|Unknown|17.63 x 10.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/fc9bc6ad9d164201b8b58fa4770f2150.jpg|Weiblicher Akt mit langen Haaren (Female Nude with Long Hair)|GUSTAV KLIMT|Oct 26, 2015|images/gustav_klimt/fc9bc6ad9d164201b8b58fa4770f2150.jpg||15000|25000|12500.0|GUSTAV KLIMT|Symbolism/Art Nouveau
4997|2D|1903.0|Pencil|Paper|Yes|17.5 x 12.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/527e72e850e5dc5877a8ecdcaf9096cd.jpg|Studie einer alten Frau|GUSTAV KLIMT|Jun 26, 2015|images/gustav_klimt/527e72e850e5dc5877a8ecdcaf9096cd.jpg||11008|18872|13761.0|GUSTAV KLIMT|Symbolism/Art Nouveau
4998|2D|1913.0|Pencil|Paper|Unknown|37 x 56 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/750a7d6ea7dd84c1d6dd093bd9d2bb3d.jpg|Liegender Halbakt nach rechts (Semi-nude turned to the right)|GUSTAV KLIMT|Jun 25, 2015|images/gustav_klimt/750a7d6ea7dd84c1d6dd093bd9d2bb3d.jpg||94356|125808|117945.0|GUSTAV KLIMT|Symbolism/Art Nouveau
4999|2D|1901.0|Ink, Pencil|Paper|Unknown|45 x 30 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/392abee36c097e6edf1b66823daa4479.jpg|Mädchen mit geneigtem Kopf (Girl with bowed head)|GUSTAV KLIMT|Jun 25, 2015|images/gustav_klimt/392abee36c097e6edf1b66823daa4479.jpg||23589|31452||GUSTAV KLIMT|Symbolism/Art Nouveau
5000|2D|1904.0|Pencil|Paper|Unknown|55.1 x 34.8 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/4039571cda2de15e50e0c910000e7c57.jpg|Margaret Stonborough-Wittgenstein stehend (Margaret Stonborough-Wittgenstein standing)|GUSTAV KLIMT|Jun 25, 2015|images/gustav_klimt/4039571cda2de15e50e0c910000e7c57.jpg||55041|70767||GUSTAV KLIMT|Symbolism/Art Nouveau
5001|2D|1903.0|coloured crayon|Paper|Unknown|44.4 x 30.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/4f09ffe4d3ca13205aed856e7328c98b.jpg|Schwangere mit Mann nach links (Pregnant woman with man turned to the left)|GUSTAV KLIMT|Jun 25, 2015|images/gustav_klimt/4f09ffe4d3ca13205aed856e7328c98b.jpg||39315|55041||GUSTAV KLIMT|Symbolism/Art Nouveau
5002|2D|1907.0|Pencil|Paper|Unknown|44.5 x 30.8 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8f8558cf9374d1bd24394532926e10dd.jpg|Sitzende Dame mit Boa von vorne (Seated lady with boa-frontal view)|GUSTAV KLIMT|Jun 25, 2015|images/gustav_klimt/8f8558cf9374d1bd24394532926e10dd.jpg||39315|55041|102219.0|GUSTAV KLIMT|Symbolism/Art Nouveau
5003|2D|1902.0|Oil|Canvas|Yes|149.5 x 45 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a93f058e9f19b5d80a5aed6d05c7e730.jpg|Bildnis Gertrud Loew (Gertha Fels?ványi) (Portrait of Gertrud Loew - Gertha Fels?ványi)|GUSTAV KLIMT|Jun 24, 2015|images/gustav_klimt/a93f058e9f19b5d80a5aed6d05c7e730.jpg||18903600|28355400|39050111.0|GUSTAV KLIMT|Symbolism/Art Nouveau
5004|2D|1918.0|Pencil|Tracing paper|Unknown|13.38 x 29.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e8a33ba4bdc97191cb1f842999a47e8b.jpg|Pause fur das Plakat 'Theseus und Minotaurus'|GUSTAV KLIMT|Jun 24, 2015|images/gustav_klimt/e8a33ba4bdc97191cb1f842999a47e8b.jpg||23629|31506|88610.0|GUSTAV KLIMT|Symbolism/Art Nouveau
5005|2D|1897.0|Pencil|Tracing paper|Unknown|19 x 24.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/39997ecd87aa3f40fb9bba23b3daf986.jpg|Pause für die 'Tragödie', Wiederholung der linken Randfigur (seitenverkehrt)|GUSTAV KLIMT|Jun 24, 2015|images/gustav_klimt/39997ecd87aa3f40fb9bba23b3daf986.jpg||39382|55135|107908.0|GUSTAV KLIMT|Symbolism/Art Nouveau
5006|2D|1904.0|Pencil|Paper|Unknown|19.25 x 14.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/60b36b642fc6940f59e40ceb7bb4ace5.jpg|Sitzende im Profil, zwei Studien eines weiblichen Profilkopfs|GUSTAV KLIMT|May 15, 2015|images/gustav_klimt/60b36b642fc6940f59e40ceb7bb4ace5.jpg||30000|50000|32500.0|GUSTAV KLIMT|Symbolism/Art Nouveau
5007|2D|1902.0|Colored Pencils|blue paper|Unknown|19.13 x 11.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6a5baf0425a96b86cff45f6fb6af7b36.jpg|Stehende dicke Frau nach rechts|GUSTAV KLIMT|May 15, 2015|images/gustav_klimt/6a5baf0425a96b86cff45f6fb6af7b36.jpg||15000|20000|18750.0|GUSTAV KLIMT|Symbolism/Art Nouveau
5008|2D|1887.0|Charcoal, Crayon, Pencil|Paper|Unknown|14 x 9.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b3fe6b5bf072e8992c4f7b1ca174d01d.jpg|Mädchen im profil (Girl in profile)|GUSTAV KLIMT|May 6, 2015|images/gustav_klimt/b3fe6b5bf072e8992c4f7b1ca174d01d.jpg||20000|30000|43750.0|GUSTAV KLIMT|Symbolism/Art Nouveau
5009|2D|1903.0|Pencil|Paper|Unknown|17.88 x 12.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/79af4eb9a80c7eaafe2e0806b0587960.jpg|Stehend nach links, study for Bildnis Hermine Gallia|GUSTAV KLIMT|Feb 6, 2015|images/gustav_klimt/79af4eb9a80c7eaafe2e0806b0587960.jpg||18381|27572|36380.0|GUSTAV KLIMT|Symbolism/Art Nouveau
5010|2D|1883.0|Oil|Canvas|Unknown|20.88 x 16.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a09aa2b214fd275d99e5886017d525d1.jpg|Entwurf zu einem Theatervorhang|GUSTAV KLIMT|Feb 5, 2015|images/gustav_klimt/a09aa2b214fd275d99e5886017d525d1.jpg||53375|68625|91500.0|GUSTAV KLIMT|Symbolism/Art Nouveau
5011|2D|1913.0|Pencil|Paper|Unknown|22 x 14.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/4be980b40678eec4f8a05c586d92900f.jpg|Rückenhalbakt nach links|GUSTAV KLIMT|Feb 5, 2015|images/gustav_klimt/4be980b40678eec4f8a05c586d92900f.jpg||45750|76250|57187.0|GUSTAV KLIMT|Symbolism/Art Nouveau
5012|2D||Pencil|Paper|Unknown|55.7 x 36.8 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0ee6be40046838d869253c1387a83d01.jpg|AMALIE ZUCKERKANDL STEHEND VON VORNE (AMALIE ZUCKERKANDL STANDING FROM THE FRONT)|GUSTAV KLIMT|Feb 4, 2015|images/gustav_klimt/0ee6be40046838d869253c1387a83d01.jpg||53301|68530|85663.0|GUSTAV KLIMT|Symbolism/Art Nouveau
5013|2D|1916.0|Pencil|Paper|Unknown|57 x 37.2 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b07a93afdcf76bbe0ff64329d0862d39.jpg|BILDNIS EINER FRAU (PORTRAIT OF A WOMAN)|GUSTAV KLIMT|Feb 4, 2015|images/gustav_klimt/b07a93afdcf76bbe0ff64329d0862d39.jpg||182748|274122|373110.0|GUSTAV KLIMT|Symbolism/Art Nouveau
5014|2D||Pencil|Paper|Unknown|37.4 x 57 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0a0a7553a99693f3816d485e3a67af0f.jpg|HALBAKT NACH RECHTS (SEMI-NUDE TOWARDS RIGHT)|GUSTAV KLIMT|Feb 4, 2015|images/gustav_klimt/0a0a7553a99693f3816d485e3a67af0f.jpg||45687|76145|57108.0|GUSTAV KLIMT|Symbolism/Art Nouveau
5015|2D||Pencil|Paper|Unknown|37 x 56.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/7c1c1c03f6a7aa552818ce25f75cf419.jpg|LIEBESPAAR (LOVERS)|GUSTAV KLIMT|Feb 4, 2015|images/gustav_klimt/7c1c1c03f6a7aa552818ce25f75cf419.jpg||182748|274122||GUSTAV KLIMT|Symbolism/Art Nouveau
5016|2D|1915.0|Pencil, Crayon|Paper|Unknown|56 x 36.9 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6cfcd92a55cb228598d0969c5afebe02.jpg|MÄDCHENBRUSTBILD NACH LINKS (BUST OF A GIRL IN PROFILE)|GUSTAV KLIMT|Feb 4, 2015|images/gustav_klimt/6cfcd92a55cb228598d0969c5afebe02.jpg||152290|228435|464484.0|GUSTAV KLIMT|Symbolism/Art Nouveau
5017|2D|1898.0|Pencil|Paper|Unknown|45.5 x 31.7 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/eef49a17c951dc50ef938a6fc366c2f4.jpg|OBERKÖRPER EINER ALTEN FRAU, DIE HÄNDE AN DER STIRN (OLD WOMAN WITH HER HANDS ON HER FOREHEAD)|GUSTAV KLIMT|Feb 4, 2015|images/gustav_klimt/eef49a17c951dc50ef938a6fc366c2f4.jpg||15229|22843||GUSTAV KLIMT|Symbolism/Art Nouveau
5018|2D|1907.0|Pencil|Paper|Unknown|57.1 x 37.1 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/29f9a5a2a9c91d02d29a517dd9293547.jpg|STEHENDES LIEBESPAAR (STANDING LOVERS)|GUSTAV KLIMT|Feb 4, 2015|images/gustav_klimt/29f9a5a2a9c91d02d29a517dd9293547.jpg||38072|53301|98988.0|GUSTAV KLIMT|Symbolism/Art Nouveau
5019|2D|1903.0|Charcoal|Paper|Unknown|45.9 x 33.2 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/caf5a93baf98135846e3939c8c29e583.jpg|VORGEBEUGTER ALTER GREIS NACH RECHTS (OLD MAN LEANING TO THE RIGHT)|GUSTAV KLIMT|Feb 4, 2015|images/gustav_klimt/caf5a93baf98135846e3939c8c29e583.jpg||30458|45687||GUSTAV KLIMT|Symbolism/Art Nouveau
5020|2D||Crayon|Paper|Unknown|52 x 34.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0fc3536ffb8cbd71a623cd89193e0588.jpg|Drei Freundinnen|GUSTAV KLIMT|Dec 16, 2014|images/gustav_klimt/0fc3536ffb8cbd71a623cd89193e0588.jpg||37611|62685|65067.0|GUSTAV KLIMT|Symbolism/Art Nouveau
5021|2D||Watercolor|Paper|Yes|5.625 x 10.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/139cfd2b31f63ea86a46cf4cc51e013a.jpg|ALLEGORY OF AGRICULTURE|GUSTAV KLIMT|Nov 6, 2014|images/gustav_klimt/139cfd2b31f63ea86a46cf4cc51e013a.jpg||20000|30000|20000.0|GUSTAV KLIMT|Symbolism/Art Nouveau
5022|2D|1914.0|Pencil|Paper|Unknown|22.5 x 14.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c0b475aac634ab104755528ab7cd26ee.jpg|Nach links sitzender Halbakt|GUSTAV KLIMT|Nov 6, 2014|images/gustav_klimt/c0b475aac634ab104755528ab7cd26ee.jpg||20000|30000|20000.0|GUSTAV KLIMT|Symbolism/Art Nouveau
5023|2D|1911.0|Pencil|Paper|Unknown|22 x 14.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/87415b531972f4467ae0d2be87fc5ee3.jpg|Sitzender Akt|GUSTAV KLIMT|Nov 6, 2014|images/gustav_klimt/87415b531972f4467ae0d2be87fc5ee3.jpg||20000|30000|52500.0|GUSTAV KLIMT|Symbolism/Art Nouveau
5024|2D|1903.0|Charcoal|Paper|Unknown|17.63 x 12.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a9d944544422bc8898fe28941c7b1223.jpg|Stehender Frauenakt mit erhobenem linkem Bein, die Hände an der Brust|GUSTAV KLIMT|Nov 6, 2014|images/gustav_klimt/a9d944544422bc8898fe28941c7b1223.jpg||10000|15000|22500.0|GUSTAV KLIMT|Symbolism/Art Nouveau
5025|2D|1917.0|Pencil|Japan paper|Unknown|14.63 x 22.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d08da35e9409443d13bedbfce5d64154.jpg|Liegender Halbakt nach rechts|GUSTAV KLIMT|Jun 25, 2014|images/gustav_klimt/d08da35e9409443d13bedbfce5d64154.jpg||101826|135768|120324.0|GUSTAV KLIMT|Symbolism/Art Nouveau
5026|2D|1917.0|Pencil, coloured crayon, white chalk|Paper|Unknown|57.2 x 40 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/110c3b265365110c117708169ec2752a.jpg|MÄDCHENBRUSTBILD VON VORNE MIT HÄUBCHEN (PORTRAIT OF A GIRL WITH A HAT)|GUSTAV KLIMT|Jun 24, 2014|images/gustav_klimt/110c3b265365110c117708169ec2752a.jpg||118937|169910|269307.0|GUSTAV KLIMT|Symbolism/Art Nouveau
5027|2D||Pencil|Paper|Yes|56 x 37.2 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d6fb747a3b8b948fccc97b3e0616eab3.jpg|STEHENDER AKT IN HALBER DREHUNG NACH RECHTS (STANDING NUDE TURNED TO THE RIGHT)|GUSTAV KLIMT|Jun 24, 2014|images/gustav_klimt/d6fb747a3b8b948fccc97b3e0616eab3.jpg||76459|110441||GUSTAV KLIMT|Symbolism/Art Nouveau
5028|2D||Crayon|Paper|Unknown|43.9 x 32.2 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ac7381147e4b3a517ef33a75f657300a.jpg|Aktstudie einer Tänzerin|GUSTAV KLIMT|Jun 23, 2014|images/gustav_klimt/ac7381147e4b3a517ef33a75f657300a.jpg||0|0|21260.0|GUSTAV KLIMT|Symbolism/Art Nouveau
5029|2D|1905.0|Pencil|Paper|Unknown|12.375 x 22.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/91a2f3558d22c8722c4cc88a48e39c7b.jpg|ZWEI LIEGENDE MÄDCHEN (TWO RECLINING WOMEN)|GUSTAV KLIMT|May 8, 2014|images/gustav_klimt/91a2f3558d22c8722c4cc88a48e39c7b.jpg||120000|180000||GUSTAV KLIMT|Symbolism/Art Nouveau
5030|2D|1900.0|Crayon|Paper|Unknown|45.2 x 31.8 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c80f17aee40d1ba0506e4e23beb91220.jpg|AKT EINES GREISES MIT VORGEHALTENEN HÄNDEN (OLD MALE NUDE WITH CLASPED HANDS)|GUSTAV KLIMT|Feb 6, 2014|images/gustav_klimt/c80f17aee40d1ba0506e4e23beb91220.jpg||40710|56994|125223.0|GUSTAV KLIMT|Symbolism/Art Nouveau
5031|2D|1913.0|Pencil|Paper|Yes|56 x 36.4 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f233768f69fae53d407ac444189fb1cb.jpg|BRUSTBILD EINER FRAU NACH RECHTS (BUST PORTRAIT OF A WOMAN TO THE RIGHT)|GUSTAV KLIMT|Feb 6, 2014|images/gustav_klimt/f233768f69fae53d407ac444189fb1cb.jpg||81420|113988||GUSTAV KLIMT|Symbolism/Art Nouveau
